state,day 0,population,official cases,current doubling,extrapolated cases,extrapolated + possible asymptomatic cases,percent infected
Virginia,8-Mar,8535519,4509,7,9018,11272.5,0.1320657829945666
Arlington,,236842,312,6,624,780.0,0.32933347970376875
Fairfax,,1150795,777,6,1554,1942.5,0.16879635382496447
Loudon,,406850,274,7,548,685.0,0.16836671992134694
Alexandria,,159428,149,5,894,1117.5,0.7009433725568909
Prince William,,468011,337,5,2022,2527.5,0.5400514090480779
