state,day 0,population,official cases,current doubling,extrapolated cases,extrapolated + possible asymptomatic cases,percent infected
Virginia,8-Mar,8535519,29683,17,59366,74207.5,0.8693964596646085
Arlington,,236842,1560,20,3120,3900.0,1.6466673985188438
Fairfax,,1150795,7386,16,14772,18465.0,1.6045429463979248
Loudon,,406850,1430,16,2860,3575.0,0.8787022244070296
Alexandria,,159428,1460,16,2920,3650.0,2.2894347291567354
Prince William,,468011,3563,15,7126,8907.5,1.903267230898419
