state,day 0,population,official cases,current doubling,extrapolated cases,extrapolated + possible asymptomatic cases,percent infected
Virginia,8-Mar,8535519,2407,4,14442,18052.5,0.2114985626533079
Arlington,,236842,150,7,300,375.0,0.15833340370373497
Fairfax,,1150795,387,6,774,967.5,0.08407231522556145
Loudon,,406850,150,5,900,1125.0,0.27651468600221213
Alexandria,,159428,68,2,340,425.0,0.26657801640866097
Prince William,,468011,159,5,954,1192.5,0.25480170337876673
