state,day 0,population,official cases,current doubling,extrapolated cases,extrapolated + possible asymptomatic cases,percent infected
Virginia,8-Mar,8535519,34950,20,69900,87375,1.023663587
Arlington,,236842,1687,24,3374,4217.5,1.780723014
Fairfax,,1150795,8734,19,17468,21835,1.897383982
Loudon,,406850,1668,21,3336,4170,1.024947769
Alexandria,,159428,1733,19,3466,4332.5,2.717527661
Prince William,,468011,4315,17,8630,10787.5,2.304967191
